age,gender,category,amount,transaction_hour,days_since_last_txn,is_foreign_country,fraud
27,M,grocery,246.47,11,14,0,0
74,M,grocery,53.18,7,6,0,0
49,F,clothing,35.91,3,8,0,0
64,F,food,17.06,12,4,0,0
53,M,online,6.28,16,1,0,0
34,M,grocery,21.85,18,6,0,0
24,F,atm,138.67,6,15,0,0
78,M,online,530.92,15,0,0,1
51,M,grocery,128.24,20,0,0,0
33,F,electronics,15.93,18,29,0,0
66,M,travel,39.16,18,2,0,0
65,F,grocery,302.72,22,9,0,0
53,M,food,30.71,22,1,0,0
46,F,atm,8.72,18,22,0,0
41,F,food,14.86,10,0,0,0
67,F,grocery,90.6,17,2,0,0
67,F,clothing,16.83,19,7,0,0
77,M,grocery,195.42,5,2,0,0
40,F,entertainment,21.54,17,6,0,0
34,F,grocery,23.14,9,20,0,0
58,F,grocery,29.48,12,14,0,0
78,M,entertainment,61.49,11,3,0,0
75,M,entertainment,19.74,15,4,0,0
24,M,entertainment,17.51,14,6,0,0
74,M,online,87.2,19,4,0,0
29,F,electronics,96.17,21,4,0,0
71,M,health,66.53,15,8,0,0
56,M,grocery,654.62,10,6,0,0
31,M,travel,46.73,10,1,0,0
45,F,grocery,111.54,9,9,0,0
41,F,fuel,1.12,19,14,0,0
77,F,food,13.86,21,4,0,0
56,F,travel,61.94,9,30,0,0
32,M,grocery,15.27,14,14,0,0
24,F,food,50.57,18,0,0,0
24,F,travel,24.33,19,1,0,0
70,M,entertainment,199.54,23,0,0,0
77,F,health,173.4,7,2,0,0
58,M,food,165.69,6,2,0,0
34,F,grocery,203.05,17,19,0,0
44,M,electronics,25.97,9,0,0,0
45,M,online,126.68,21,12,0,0
58,M,health,151.05,20,1,0,0
49,M,grocery,85.33,1,18,1,0
44,M,grocery,59.94,6,8,0,0
41,F,electronics,35.78,6,1,0,0
45,F,food,120.64,4,0,0,0
68,F,food,8.15,9,10,0,0
67,M,grocery,71.11,15,5,0,0
57,M,online,150.05,19,1,0,0
54,M,atm,11.65,19,11,0,0
76,M,electronics,18.82,12,8,0,0
51,M,online,263.97,7,9,0,0
63,F,food,63.49,13,6,0,0
38,M,food,24.77,14,2,1,0
37,M,food,39.99,16,24,0,0
45,F,online,11.7,16,1,0,0
54,F,electronics,84.45,13,7,0,0
77,F,food,352.56,12,3,0,0
50,M,fuel,14.91,15,14,0,0
58,M,food,13.28,19,0,0,0
71,F,travel,13.57,12,5,0,0
79,F,clothing,101.09,20,1,1,0
28,M,entertainment,33.44,14,0,0,0
50,F,entertainment,89.46,9,2,0,0
79,M,health,114.43,14,2,0,0
67,F,clothing,7.04,22,10,0,0
70,M,grocery,30.97,10,2,0,0
77,F,grocery,40.69,9,8,0,0
30,F,online,25.96,11,19,0,0
18,F,grocery,88.26,7,1,0,0
69,F,health,88.55,13,2,0,0
76,M,health,18.97,11,2,0,0
76,F,food,9.52,11,1,0,0
77,F,travel,16.82,20,1,0,0
64,F,entertainment,30.11,19,0,1,0
56,M,grocery,25.26,9,3,0,0
54,F,health,151.34,11,6,0,0
74,F,fuel,162.56,13,1,0,0
61,F,grocery,50.39,6,4,0,0
38,F,health,63.46,10,5,0,0
26,M,clothing,162.4,15,2,0,0
22,M,online,49.44,11,13,0,0
40,M,travel,366.02,6,0,0,1
40,M,grocery,78.63,7,50,1,0
60,F,food,17.74,9,1,0,0
48,M,grocery,51.43,18,6,0,0
23,F,online,179.66,11,1,0,0
22,F,grocery,87.06,12,5,0,0
75,F,grocery,103.85,14,1,0,0
70,F,travel,89.27,14,3,0,0
22,F,clothing,34.19,13,2,0,0
44,F,grocery,14.07,13,5,0,0
25,M,fuel,73.73,6,4,0,0
51,M,fuel,27.44,14,0,0,0
68,F,food,32.75,13,3,1,0
22,M,online,46.2,16,28,0,0
42,F,fuel,140.62,10,0,0,0
69,M,grocery,50.83,17,0,0,0
54,M,online,62.47,6,4,0,0
45,M,clothing,15.66,17,17,0,0
57,F,food,53.49,21,8,0,0
79,M,fuel,44.47,8,1,0,0
40,M,health,134.72,9,12,0,0
54,M,health,91.9,7,2,0,0
65,F,atm,34.93,11,2,0,0
62,M,travel,20.07,11,25,0,0
28,F,entertainment,115.93,19,0,0,0
47,F,grocery,33.95,1,2,0,0
21,F,grocery,17.76,13,21,0,0
37,M,grocery,57.14,13,6,0,0
43,F,grocery,63.58,16,3,0,0
25,F,electronics,280.94,10,2,0,0
39,F,clothing,44.51,15,5,0,0
33,M,fuel,326.62,4,0,0,1
78,M,grocery,20.88,9,14,0,0
43,M,grocery,101.81,13,7,0,0
61,F,grocery,52.91,22,7,0,0
77,M,entertainment,84.4,18,5,0,0
31,F,fuel,12.24,14,13,0,0
37,M,clothing,12.49,19,12,0,0
61,M,health,151.4,7,3,0,0
47,M,clothing,130.78,12,1,0,0
28,M,travel,36.42,14,7,1,0
35,M,clothing,93.15,16,12,0,0
54,M,travel,46.43,6,0,1,0
79,F,grocery,86.24,17,4,0,0
67,F,travel,54.16,11,8,0,0
70,M,food,29.8,9,4,0,0
23,M,atm,59.77,17,26,0,0
66,M,food,456.89,7,1,0,0
21,F,health,14.15,14,4,0,0
57,M,clothing,5.6,10,2,0,0
48,M,health,44.32,18,0,0,0
58,F,electronics,81.81,4,3,0,0
53,M,fuel,75.67,17,9,0,0
36,F,online,114.64,12,3,0,0
64,M,health,131.64,19,4,0,0
53,M,fuel,97.81,10,1,0,0
22,M,travel,6.76,15,3,0,0
64,F,online,104.11,5,4,0,0
23,F,grocery,9.97,17,12,0,0
56,F,fuel,62.77,16,1,0,0
43,M,clothing,16.58,15,11,0,0
66,F,entertainment,23.9,6,2,1,0
22,F,food,36.07,11,18,1,0
41,M,health,203.21,10,5,0,0
18,F,online,25.07,14,8,0,0
27,M,electronics,90.54,12,3,0,0
79,M,fuel,57.84,10,10,0,0
54,F,travel,221.52,15,19,0,0
30,M,food,44.8,22,1,0,0
44,M,fuel,346.15,14,0,0,0
65,F,grocery,10.99,10,11,1,0
44,F,atm,488.98,23,0,0,0
52,F,health,49.63,7,12,0,0
63,F,grocery,44.45,12,3,0,0
24,F,travel,109.9,7,12,0,0
56,M,fuel,39.17,12,3,0,0
44,F,health,115.66,20,4,0,0
49,F,travel,33.77,12,13,0,0
35,M,atm,49.97,8,1,0,0
71,M,grocery,19.26,11,0,0,0
57,F,entertainment,8.81,15,63,0,0
42,M,electronics,58.27,13,0,0,0
25,F,fuel,23.37,9,0,0,0
58,M,health,31.79,19,3,0,0
28,M,food,31.31,10,1,0,0
49,M,grocery,19.69,13,3,0,0
23,F,clothing,20.67,9,7,0,0
27,M,food,26.63,20,12,0,0
38,M,entertainment,670.82,12,2,0,0
34,F,entertainment,10.92,15,0,0,0
39,F,health,127.21,23,9,0,0
32,M,food,59.73,19,3,0,0
37,M,food,15.84,7,2,0,0
43,F,clothing,132.85,14,4,0,0
39,F,electronics,29.7,12,3,0,0
72,F,fuel,42.3,16,12,0,0
70,F,online,11.58,2,26,0,0
68,M,fuel,67.56,16,22,0,0
24,M,entertainment,68.56,18,3,0,0
38,F,online,53.56,11,3,0,0
69,F,entertainment,225.9,12,4,0,0
20,F,food,50.56,10,1,0,0
20,M,atm,147.12,9,15,0,0
79,F,fuel,36.25,17,24,0,0
72,F,online,6.94,2,1,0,0
29,F,online,9.85,13,42,0,0
50,F,fuel,53.03,13,6,0,0
60,F,health,66.46,11,4,0,0
52,F,grocery,78.78,8,1,0,0
37,F,grocery,33.5,16,4,0,0
31,M,health,12.86,13,0,0,0
20,M,fuel,37.62,9,6,0,0
52,M,food,33.57,11,2,0,0
28,M,grocery,29.98,13,6,0,0
62,M,atm,28.65,8,0,0,0
30,F,food,517.28,16,8,0,0
27,M,health,35.74,7,1,0,0
62,M,electronics,11.99,20,5,0,0
63,M,travel,86.23,12,4,0,0
74,F,grocery,46.12,16,2,0,0
33,M,health,11.43,22,12,0,0
30,F,health,54.03,13,15,0,0
32,F,travel,26.45,8,9,0,0
72,F,atm,64.23,9,3,1,0
21,M,grocery,17.86,8,6,0,0
76,M,health,40.12,16,10,0,0
35,M,food,21.56,15,6,0,0
38,F,grocery,80.29,15,7,0,0
40,M,clothing,73.35,22,5,1,0
60,M,fuel,29.69,13,5,0,0
24,M,food,21.77,16,0,0,0
62,F,fuel,39.21,19,1,0,0
24,M,grocery,24.22,11,1,0,0
45,F,fuel,44.06,19,2,0,0
27,F,grocery,74.56,16,8,0,0
32,M,grocery,30.23,8,10,0,0
62,M,clothing,90.57,14,0,0,0
62,M,food,46.53,7,34,0,0
37,F,food,152.77,8,5,0,0
65,F,travel,103.1,9,22,0,0
56,M,food,108.85,21,1,0,0
31,F,food,142.24,20,3,0,0
39,F,electronics,30.48,7,7,0,0
24,M,travel,14.29,8,15,0,0
64,F,food,127.5,9,0,0,0
61,F,travel,4.12,16,6,0,0
44,F,grocery,48.5,13,0,0,0
42,F,electronics,143.51,5,11,0,0
40,F,grocery,16.6,10,4,0,0
21,F,travel,86.48,4,5,0,0
37,M,grocery,50.21,17,11,0,0
66,F,travel,59.51,8,1,0,0
49,M,entertainment,73.0,13,0,0,0
46,M,grocery,106.78,19,11,0,0
60,F,grocery,44.87,11,11,0,0
53,M,entertainment,58.47,19,1,0,0
59,F,grocery,4.2,18,9,0,0
54,M,atm,86.21,9,18,1,0
65,F,grocery,5.9,5,2,0,0
34,F,travel,14.8,5,3,0,0
56,M,clothing,13.23,11,2,0,0
64,M,online,21.4,13,6,0,0
63,F,fuel,209.98,16,18,0,0
31,M,online,151.73,19,10,1,0
62,F,grocery,106.56,6,6,0,0
28,M,fuel,114.53,16,0,0,0
41,F,online,39.53,14,1,0,0
64,F,food,87.57,16,3,0,0
23,M,food,98.6,6,35,0,0
37,M,online,814.36,22,7,0,0
72,M,online,364.54,2,0,1,1
34,F,grocery,105.92,8,6,0,0
75,M,grocery,37.57,10,11,0,0
77,F,electronics,58.86,10,4,1,0
36,M,health,33.0,5,6,0,0
66,M,entertainment,68.3,8,4,0,0
32,F,food,67.78,19,1,0,0
67,F,travel,9.61,17,6,1,0
28,F,travel,77.95,19,11,0,0
48,F,fuel,81.41,14,20,0,0
38,M,electronics,28.56,22,1,0,0
18,F,health,105.34,8,0,0,0
47,M,travel,12.3,15,1,0,0
24,F,entertainment,42.77,16,1,0,0
37,F,health,71.42,11,1,0,0
69,M,entertainment,40.05,10,28,1,0
23,F,atm,200.0,17,4,0,1
60,F,grocery,17.67,8,1,0,0
74,M,online,129.88,20,6,0,0
30,F,online,24.39,20,0,0,0
29,F,travel,22.93,5,16,0,0
27,F,food,157.01,12,15,0,0
25,F,clothing,141.43,3,2,0,0
52,F,entertainment,46.39,15,14,0,0
68,M,health,166.67,16,5,1,0
60,M,travel,73.77,10,16,0,0
33,M,atm,22.16,15,8,0,0
70,F,health,79.12,20,5,0,0
78,F,health,26.54,21,2,0,0
74,F,fuel,101.65,16,4,0,0
30,M,food,12.71,10,3,0,0
42,M,grocery,64.98,5,3,0,0
27,F,electronics,49.08,7,0,0,0
75,M,food,87.23,6,1,0,0
68,M,food,53.18,17,1,0,0
63,M,atm,16.27,5,3,0,0
33,F,grocery,6.64,20,2,0,0
59,F,entertainment,134.25,14,3,0,0
64,M,entertainment,36.88,18,4,0,0
72,M,grocery,70.2,5,2,0,0
69,M,grocery,102.44,10,10,0,0
20,M,health,56.03,9,1,0,0
60,F,grocery,229.07,14,1,0,0
29,M,entertainment,16.07,22,16,0,0
29,M,health,28.1,10,2,0,0
45,M,fuel,47.47,7,18,0,0
41,F,online,6.65,17,26,0,0
27,M,entertainment,23.73,20,0,0,0
57,M,clothing,105.2,7,17,0,0
36,M,electronics,200.0,22,1,1,1
39,F,online,58.78,11,6,0,0
21,F,grocery,25.67,1,5,0,0
43,M,health,33.01,15,6,0,0
64,F,electronics,31.8,14,9,0,0
59,M,grocery,30.06,6,6,0,0
71,F,fuel,5.76,16,0,1,0
74,F,atm,42.27,8,1,0,0
38,F,online,11.05,7,4,0,0
36,F,online,13.33,3,0,1,0
31,F,online,85.72,14,4,0,0
61,M,food,10.19,15,0,0,0
69,F,health,297.85,10,11,0,0
39,M,travel,63.19,10,25,0,0
74,M,clothing,37.19,16,13,0,0
75,M,health,52.12,6,0,0,0
50,F,clothing,59.2,13,2,0,0
29,F,travel,24.55,11,5,1,0
37,M,grocery,269.09,16,0,0,0
43,M,entertainment,227.15,8,4,0,0
20,F,grocery,15.09,14,11,0,0
70,F,health,77.42,14,13,0,0
31,M,grocery,208.13,17,1,0,0
77,F,travel,143.02,10,3,0,0
74,F,fuel,21.68,12,6,0,0
45,M,clothing,16.22,20,6,0,0
79,M,clothing,23.98,13,2,0,0
59,F,fuel,7.3,15,6,1,0
60,F,atm,137.1,10,5,0,0
62,F,health,84.26,8,5,0,0
36,M,clothing,9.62,13,0,0,0
79,F,atm,4.47,22,10,0,0
69,F,atm,85.67,3,2,0,0
66,F,food,34.51,15,9,0,0
47,M,grocery,11.42,8,7,0,0
56,F,health,19.14,5,1,0,0
60,F,fuel,81.41,10,0,0,0
76,F,clothing,19.74,12,1,0,0
62,M,grocery,90.48,14,28,0,0
39,F,food,32.27,21,34,0,0
49,M,travel,52.77,0,0,0,0
65,M,food,24.0,15,1,0,0
51,M,entertainment,22.09,17,14,0,0
47,M,entertainment,486.67,12,0,0,0
73,M,online,98.06,19,2,0,0
64,F,grocery,48.0,9,2,0,0
23,M,electronics,113.26,11,0,0,0
18,M,fuel,15.08,19,9,0,0
36,F,clothing,13.91,14,3,0,0
56,F,electronics,121.44,20,0,0,0
31,M,travel,89.83,19,7,0,0
59,F,food,47.75,19,3,0,0
21,M,food,222.23,6,0,0,0
33,M,travel,75.8,11,4,0,0
29,M,health,8.81,18,11,0,0
26,F,fuel,12.61,11,5,0,0
47,F,food,10.95,13,13,0,0
42,M,online,59.91,14,4,0,0
35,M,entertainment,292.95,14,0,0,0
46,F,grocery,97.39,13,2,0,0
62,F,clothing,26.86,13,11,0,0
49,F,clothing,389.67,13,0,0,0
74,F,food,29.2,11,2,0,0
19,M,clothing,103.08,6,4,0,0
32,M,atm,40.41,21,12,0,0
21,F,clothing,14.06,13,8,0,0
67,M,atm,83.78,23,3,0,0
46,F,travel,23.19,5,19,0,0
18,M,fuel,3.62,17,13,0,0
61,F,entertainment,338.19,22,9,0,0
59,M,grocery,42.58,11,8,0,0
32,F,electronics,51.81,12,2,0,0
58,F,travel,29.16,5,1,0,0
50,M,grocery,47.99,1,5,0,0
20,F,grocery,33.49,10,4,1,0
58,F,travel,302.95,22,0,0,0
22,M,food,66.71,12,7,0,0
75,M,grocery,40.89,5,4,0,0
72,M,food,80.56,11,2,0,0
50,M,clothing,18.6,6,2,0,0
59,F,travel,70.86,6,6,0,0
31,M,grocery,89.88,12,1,0,0
19,F,electronics,85.72,3,7,0,0
43,M,fuel,27.73,9,16,0,0
69,F,online,7.06,16,4,0,0
71,F,travel,11.61,11,2,0,0
20,M,travel,11.35,0,5,0,0
62,F,grocery,60.5,12,16,0,0
22,F,health,11.16,10,8,0,0
51,F,grocery,49.94,17,7,0,0
32,F,atm,14.16,14,4,0,0
77,F,electronics,36.93,9,15,0,0
18,F,food,34.3,16,3,0,0
61,M,online,120.97,7,5,0,0
67,M,health,340.36,5,4,0,0
70,F,clothing,64.3,22,0,0,0
47,M,travel,17.49,21,5,0,0
61,M,fuel,21.85,18,1,0,0
20,M,clothing,12.08,15,1,0,0
64,M,health,35.72,11,5,1,0
44,F,food,17.2,6,1,0,0
75,M,health,140.25,15,5,0,0
43,F,health,8.0,14,0,0,0
32,M,atm,115.59,16,17,0,0
57,M,food,345.32,6,13,0,0
57,F,clothing,8.86,7,14,0,0
63,M,grocery,263.13,18,1,0,0
22,M,electronics,100.77,9,2,0,0
45,F,grocery,26.02,11,15,0,0
77,F,electronics,3.67,16,2,0,0
33,F,travel,51.22,21,10,0,0
28,F,travel,180.04,13,12,0,0
50,M,online,21.62,17,0,0,0
24,F,food,138.79,6,6,0,0
22,M,grocery,62.71,19,5,0,0
19,F,health,3.7,12,6,0,0
30,M,fuel,17.35,7,3,0,0
65,M,clothing,242.88,11,0,0,0
58,M,food,10.69,7,14,0,0
79,M,fuel,18.47,9,6,0,0
76,F,grocery,4.91,11,6,0,0
31,M,travel,249.08,1,13,0,0
39,M,health,68.6,14,17,0,0
60,M,health,3.38,10,9,0,0
59,F,travel,203.05,8,14,0,0
19,F,electronics,13.14,13,0,1,0
45,M,grocery,14.36,13,4,0,0
58,M,health,75.83,15,1,0,0
43,F,grocery,49.73,18,0,0,0
50,M,atm,44.46,7,14,0,0
39,M,grocery,54.66,10,15,0,0
43,F,health,44.49,8,1,0,0
76,M,health,58.61,11,0,0,0
55,F,health,65.58,12,4,0,0
75,M,grocery,46.44,8,1,0,0
22,F,electronics,20.11,10,0,0,0
26,M,online,9.26,5,14,0,0
68,M,electronics,137.57,18,0,0,0
20,F,health,61.27,13,24,0,0
76,M,fuel,5.77,13,10,0,0
51,F,food,41.91,13,1,0,0
26,F,food,27.01,15,7,0,0
31,F,health,69.47,2,7,0,0
75,F,grocery,172.48,12,12,0,0
69,F,online,11.3,17,1,0,0
25,F,atm,35.74,7,11,0,0
30,M,grocery,51.43,20,11,0,0
49,F,atm,20.59,5,17,0,0
58,F,entertainment,24.01,17,19,0,0
59,F,entertainment,25.4,14,0,0,0
49,F,electronics,14.62,15,0,0,0
35,F,health,55.23,12,4,0,0
79,M,grocery,58.35,22,4,0,0
63,F,grocery,27.96,19,11,0,0
56,M,electronics,219.76,1,3,0,1
75,M,food,43.64,20,4,0,0
74,M,food,88.6,9,26,0,0
18,M,clothing,47.22,13,4,0,0
34,F,food,25.2,21,1,0,0
33,F,grocery,33.39,3,2,0,0
32,F,clothing,34.51,6,2,0,0
26,M,fuel,10.1,2,15,0,0
23,F,clothing,233.03,9,0,0,0
65,F,travel,20.36,0,0,0,0
51,M,clothing,46.75,15,5,0,0
28,M,grocery,81.85,17,0,1,0
50,F,grocery,43.03,14,12,0,0
77,F,fuel,127.54,22,9,0,0
64,F,food,113.64,17,0,0,0
19,M,health,33.77,3,15,0,0
36,M,clothing,21.93,14,3,0,0
73,F,online,38.97,13,4,0,0
66,F,entertainment,14.17,14,6,0,0
59,M,online,36.73,18,1,0,0
60,F,travel,117.47,10,7,0,0
70,M,grocery,16.21,17,10,0,0
19,M,clothing,88.41,9,0,0,0
44,F,electronics,47.19,4,1,0,0
77,F,food,100.87,11,3,0,0
34,M,online,152.74,12,2,0,0
53,F,grocery,163.25,11,11,1,0
24,F,electronics,79.76,15,5,0,0
72,M,atm,179.16,11,0,0,0
30,F,food,22.03,8,4,0,0
73,F,grocery,259.49,11,3,0,0
57,M,travel,240.64,15,1,0,0
37,F,clothing,138.79,17,1,0,0
24,M,electronics,58.78,17,2,0,0
52,F,grocery,11.84,8,3,0,0
49,F,health,8.27,22,0,0,0
48,M,clothing,73.3,18,5,0,0
60,M,entertainment,60.51,17,5,0,0
65,M,health,30.22,11,33,0,0
55,M,fuel,395.9,22,0,0,1
25,M,fuel,43.97,20,20,0,0
36,M,entertainment,17.32,17,4,0,0
76,F,online,88.82,20,2,0,0
26,F,electronics,5.9,9,12,0,0
64,F,entertainment,10.39,3,0,0,0
50,M,food,29.34,12,32,0,0
51,F,grocery,40.91,13,15,0,0
29,M,electronics,102.72,6,8,0,0
34,M,grocery,30.05,13,4,0,0
38,F,food,24.39,10,9,0,0
44,M,travel,11.99,17,8,0,0
40,F,electronics,70.87,19,3,0,0
63,F,clothing,36.84,12,8,0,0
49,M,food,34.53,8,5,0,0
24,M,fuel,88.72,14,0,0,0
65,M,grocery,191.3,20,10,0,0
32,M,grocery,13.41,16,10,0,0
25,M,grocery,45.52,12,49,0,0
24,F,online,22.31,7,1,0,0
29,M,entertainment,88.41,23,2,0,0
75,M,electronics,204.31,5,3,0,0
57,F,online,54.29,21,4,0,0
23,F,entertainment,75.25,15,18,0,0
59,M,clothing,18.51,11,2,0,0
45,M,health,24.92,9,1,0,0
27,F,grocery,8.23,14,1,0,0
45,F,entertainment,78.51,8,1,0,0
35,F,health,13.93,9,9,1,0
62,M,travel,11.25,5,15,0,0
66,F,atm,53.31,19,2,0,0
43,M,electronics,18.24,10,5,0,0
33,F,health,164.79,10,3,0,0
36,F,clothing,32.4,18,1,1,0
51,M,health,12.87,20,25,0,0
39,F,health,76.55,11,8,0,0
75,F,online,22.92,5,0,0,0
61,M,grocery,18.44,11,2,0,0
68,M,entertainment,33.44,6,1,0,0
46,M,food,5.09,8,1,0,0
46,M,atm,2.88,15,0,0,0
64,F,health,74.88,9,7,0,0
67,F,electronics,4.52,13,5,0,0
28,F,clothing,9.25,16,5,0,0
74,M,food,212.38,8,5,0,0
29,M,grocery,220.25,8,9,0,0
50,M,electronics,76.63,5,9,0,0
66,M,grocery,142.2,18,16,0,0
47,F,food,5.99,15,2,0,0
52,F,food,49.0,9,8,0,0
34,M,clothing,222.53,12,12,0,0
61,F,health,47.93,12,3,0,0
34,M,entertainment,16.05,17,5,0,0
45,M,fuel,92.27,16,6,0,0
41,M,entertainment,76.62,19,4,0,0
66,M,atm,20.33,16,3,0,0
24,M,food,107.72,17,1,0,0
36,F,food,74.26,11,2,0,0
36,M,grocery,95.74,10,21,0,0
26,F,atm,72.88,12,7,0,0
63,M,fuel,18.95,16,19,0,0
46,M,online,111.19,19,1,0,0
42,F,health,68.26,11,13,0,0
52,M,health,30.1,23,12,0,0
54,F,travel,14.18,8,10,0,0
62,F,online,6.83,9,12,0,0
65,M,entertainment,63.11,3,1,1,0
55,F,grocery,53.65,15,5,0,0
78,M,travel,49.47,8,1,0,0
75,M,health,37.44,18,4,0,0
77,M,health,15.01,15,0,0,0
39,F,food,54.72,8,17,0,0
38,M,grocery,22.37,8,0,0,0
50,F,food,30.53,16,3,0,0
66,M,fuel,57.01,17,13,0,0
60,F,electronics,49.42,18,1,0,0
20,M,atm,18.86,10,4,0,0
62,M,grocery,346.93,12,19,0,0
72,F,electronics,314.27,12,19,0,0
33,F,atm,124.63,13,0,0,0
62,F,food,23.99,16,1,0,0
51,M,clothing,57.46,17,3,1,0
48,M,entertainment,200.0,22,3,1,1
23,F,grocery,147.14,17,4,1,0
52,M,fuel,32.47,7,6,0,0
55,M,entertainment,16.82,12,4,1,0
71,M,electronics,44.48,6,3,0,0
26,M,grocery,41.98,17,18,0,0
39,M,grocery,171.45,13,5,0,0
60,M,atm,17.13,6,6,0,0
29,M,health,106.52,13,6,0,0
52,M,grocery,99.9,11,6,0,0
71,F,online,200.0,2,0,0,1
22,M,clothing,24.53,10,11,0,0
21,F,entertainment,82.6,16,6,0,0
77,F,clothing,98.26,17,10,0,0
64,M,clothing,29.3,16,2,0,0
37,F,online,104.17,11,2,0,0
21,M,electronics,62.11,17,10,0,0
60,M,clothing,29.23,10,10,0,0
54,F,electronics,18.26,9,13,1,0
32,M,online,61.23,9,11,0,0
45,M,electronics,19.08,19,10,0,0
53,F,online,376.01,11,14,0,0
22,F,fuel,32.94,16,9,0,0
39,M,clothing,14.74,0,5,0,0
32,F,fuel,11.64,12,22,0,0
25,F,online,754.17,11,3,0,1
65,M,clothing,19.06,12,3,0,0
18,F,grocery,118.43,9,3,0,0
57,F,grocery,81.3,16,0,0,0
62,M,fuel,268.59,6,15,0,0
27,F,grocery,7.02,9,5,0,0
54,M,health,113.31,8,1,0,0
45,M,online,32.03,18,1,0,0
72,M,health,112.19,13,4,0,0
55,F,food,10.31,0,8,0,0
27,F,online,40.83,12,15,0,0
20,F,electronics,98.33,6,3,0,0
68,F,grocery,131.94,16,0,0,0
50,F,grocery,316.34,10,11,0,0
23,M,grocery,18.51,15,7,0,0
76,M,grocery,78.7,7,10,0,0
54,M,grocery,3.16,16,5,0,0
61,F,clothing,31.88,8,7,0,0
21,M,clothing,32.49,15,6,0,0
29,F,clothing,66.31,17,6,0,0
69,F,clothing,43.11,5,1,0,0
73,F,online,71.16,12,14,0,0
75,M,electronics,76.85,17,5,0,0
44,M,food,51.96,19,0,0,0
21,M,fuel,43.17,10,31,0,0
36,F,travel,64.79,8,6,0,0
76,M,electronics,13.24,9,6,0,0
74,M,entertainment,49.03,14,21,0,0
60,F,clothing,52.94,12,0,0,0
77,M,food,36.99,21,7,0,0
72,M,grocery,116.94,9,0,0,0
47,M,grocery,42.43,7,5,0,0
24,M,food,12.94,12,8,0,0
35,M,atm,16.99,15,15,1,0
57,F,electronics,65.93,14,5,0,0
35,M,grocery,184.62,8,2,0,0
44,M,atm,31.69,19,2,0,0
63,M,food,27.93,18,3,0,0
73,M,grocery,43.38,1,1,0,0
71,M,clothing,65.32,16,20,0,0
32,M,grocery,112.97,0,1,0,0
41,M,health,19.93,22,14,0,0
64,M,food,53.09,15,12,0,0
35,F,grocery,38.73,7,10,0,0
64,M,fuel,8.07,10,7,0,0
67,M,online,30.01,7,0,0,0
61,F,grocery,258.89,20,1,0,0
72,F,clothing,173.81,9,3,0,0
48,F,food,33.51,21,9,0,0
28,M,grocery,18.24,18,2,0,0
42,F,grocery,34.09,6,3,0,0
65,F,health,111.43,13,0,0,0
73,F,entertainment,29.07,18,3,0,0
29,F,electronics,3.0,10,0,0,0
55,M,electronics,91.76,11,8,0,0
33,F,travel,33.52,15,13,0,0
72,M,fuel,107.92,11,10,0,0
30,F,food,25.65,15,0,0,0
20,F,clothing,38.37,11,17,0,0
54,F,entertainment,49.96,13,14,0,0
42,F,health,261.12,17,13,0,0
53,F,food,12.03,16,10,0,0
63,M,grocery,87.8,10,1,0,0
65,F,grocery,28.95,9,5,0,0
60,F,online,445.68,16,2,0,0
74,F,fuel,182.64,16,20,0,0
47,M,food,122.85,16,5,0,0
58,M,fuel,58.9,15,9,0,0
58,M,clothing,44.18,23,1,0,0
34,M,fuel,16.8,18,0,1,0
67,M,travel,56.9,17,1,0,0
25,F,food,15.06,11,8,0,0
26,F,online,46.74,13,2,0,0
36,F,food,27.13,5,8,0,0
71,F,clothing,209.65,12,11,0,0
70,M,atm,27.29,17,4,0,0
79,F,travel,23.55,5,2,0,0
77,M,health,22.21,12,5,0,0
55,F,health,13.05,8,4,0,0
75,M,food,129.26,11,14,0,0
57,M,food,26.34,17,15,0,0
71,F,online,10.07,13,14,0,0
52,F,online,23.97,1,1,0,0
70,F,grocery,130.76,14,1,0,0
50,F,electronics,7.35,14,5,0,0
46,F,online,29.48,18,20,0,0
51,F,clothing,38.7,10,2,0,0
68,M,fuel,84.68,7,9,0,0
74,M,health,65.54,8,0,0,0
71,F,travel,36.53,20,3,0,0
42,M,food,26.71,14,4,0,0
48,F,online,24.08,6,3,0,0
29,M,health,74.47,15,4,0,0
55,F,electronics,36.48,14,3,0,0
41,F,health,49.95,8,16,1,0
58,F,entertainment,32.6,13,0,0,0
42,F,entertainment,347.56,9,1,0,0
55,M,clothing,24.22,15,5,0,0
20,M,food,45.25,19,1,0,0
47,M,travel,63.1,20,0,0,0
37,F,entertainment,21.68,11,8,0,0
35,M,atm,160.45,20,2,0,0
19,M,atm,161.85,20,12,0,0
32,M,fuel,43.76,17,7,1,0
23,F,food,37.11,5,18,0,0
46,F,electronics,85.96,20,2,1,0
60,F,travel,337.09,12,19,0,0
51,M,online,41.87,16,21,0,0
70,M,travel,119.69,8,3,0,0
45,M,health,181.4,6,2,0,0
46,M,grocery,25.29,19,22,0,0
34,M,fuel,40.68,10,6,0,0
77,M,atm,71.31,9,4,0,0
22,F,clothing,47.54,9,9,0,0
44,F,grocery,54.65,10,14,0,0
58,M,health,171.59,17,0,0,0
61,M,clothing,16.42,10,18,0,0
61,M,health,211.96,9,5,0,0
75,M,atm,27.08,14,0,0,0
19,F,grocery,94.1,13,0,0,0
42,M,health,48.36,6,6,0,0
67,F,food,168.24,8,3,0,0
